date,product_line,imp,clicks,spd,order7d,sales7d
7/17/2024,E,11284591,55659,55659,55659,612249
7/17/2024,G,11338541,6171,6171,6171,178959
7/17/2024,M,71561,56,56,56,504
7/17/2024,P,16162748,21098,21098,21098,8966650
7/17/2024,Solidigm,4868,18,18,18,18
7/17/2024,T,467344,98,98,98,31752
7/18/2024,AC,5305,30,30,30,#NUM!
7/18/2024,AD,79639,66,66,66,1254
7/18/2024,C,1571300,13175,26350,13175,2437375
7/18/2024,E,18542095,37925,75850,37925,4513075
7/18/2024,G,14438653,6564,6564,6564,7121940
7/18/2024,M,110903,183,183,183,3477
7/18/2024,P,31073730,7470,7470,7470,3339090
7/18/2024,Solidigm,12072,14,14,14,14
7/18/2024,T,98678,43,43,43,47429
7/19/2024,AC,3017,33,33,33,#NUM!
7/19/2024,AD,81487,163,163,163,7009
7/19/2024,C,3937255,16103,64412,16103,7761646
7/19/2024,E,31370143,46595,93190,46595,9039430
7/19/2024,G,1093024,5900,5900,5900,5239200
7/19/2024,M,59223,152,152,152,8512
7/19/2024,P,7381861,3217,6434,3217,1447650
7/19/2024,T,13178,150,300,150,27600
7/20/2024,AC,10914,29,29,29,#NUM!
7/20/2024,AD,63500,197,197,197,5713
7/20/2024,C,3869235,6269,6269,6269,1849355
7/20/2024,E,3056992,36841,73682,36841,6705062
7/20/2024,G,11853844,10976,10976,10976,8144192
7/20/2024,M,62367,148,148,148,2516
7/20/2024,P,22409874,19831,19831,19831,4699947
7/20/2024,Solidigm,5380,23,23,23,23
7/20/2024,T,108119,307,614,307,24253
7/21/2024,AC,7359,17,17,17,#NUM!
7/21/2024,AD,47914,216,216,216,9072
7/21/2024,C,10374186,15504,15504,15504,4341120
7/21/2024,E,5082865,54545,109090,54545,17563490
7/21/2024,G,10527183,10680,10680,10680,10423680
7/21/2024,M,44993,55,55,55,2750
7/21/2024,P,10039696,12813,12813,12813,294699
7/21/2024,T,342039,186,372,186,38316
7/22/2024,AC,7336,35,35,35,#NUM!
7/22/2024,AD,44040,281,281,281,5339
7/22/2024,C,8983403,6514,13028,6514,1218118
7/22/2024,E,18113843,57356,57356,57356,4301700
7/22/2024,G,3543501,10106,10106,10106,6033282
7/22/2024,M,3019,55,55,55,1815
7/22/2024,P,19432890,20636,41272,20636,9100476
7/22/2024,T,247317,209,209,209,61864
7/23/2024,AC,10436,14,14,14,#NUM!
7/23/2024,AD,65415,277,277,277,10249
7/23/2024,C,2133643,9239,36956,9239,3233650
7/23/2024,E,3782801,32004,64008,32004,3648456
7/23/2024,G,7801160,11251,11251,11251,1428877
7/23/2024,M,38776,65,65,65,2275
7/23/2024,P,15755315,20625,20625,20625,9425625
7/23/2024,T,129285,312,312,312,39624
7/24/2024,AC,7642,13,13,13,#NUM!
7/24/2024,AD,26344,115,115,115,345
7/24/2024,C,9146235,3410,10230,3410,351230
7/24/2024,E,7382394,20968,41936,20968,5262968
7/24/2024,G,3721066,4550,4550,4550,759850
7/24/2024,M,65410,78,78,78,3120
7/24/2024,P,3923097,19083,38166,19083,11487966
7/24/2024,T,176930,133,133,133,143640
7/25/2024,AC,2912,33,33,33,#NUM!
7/25/2024,AD,41716,284,284,284,1420
7/25/2024,C,4252138,1949,3898,1949,576904
7/25/2024,E,6486374,39468,39468,39468,8051472
7/25/2024,G,5453968,9521,9521,9521,1447192
7/25/2024,M,42056,133,133,133,4256
7/25/2024,P,12596672,18880,37760,18880,4002560
7/25/2024,T,304844,391,391,391,429318
7/26/2024,AC,10011,26,26,26,#NUM!
7/26/2024,AD,3270,276,276,276,2484
7/26/2024,C,10722953,8652,8652,8652,1920744
7/26/2024,E,6196136,24930,24930,24930,6855750
7/26/2024,G,14921036,2734,2734,2734,2121584
7/26/2024,M,94485,135,135,135,7695
7/26/2024,P,24400414,22118,22118,22118,13691042
7/26/2024,T,375934,31,62,31,26133
7/27/2024,AC,10059,54,54,54,#NUM!
7/27/2024,AD,78345,150,150,150,4500
7/27/2024,C,14255920,7928,23784,7928,2021640
7/27/2024,E,21572672,53775,53775,53775,16508925
7/27/2024,G,6661061,3282,3282,3282,3282
7/27/2024,M,43040,46,46,46,230
7/27/2024,P,19228966,13627,13627,13627,7835525
7/27/2024,T,120888,324,324,324,293868
7/28/2024,AC,9290,26,26,26,#NUM!
7/28/2024,AD,90432,234,234,234,702
7/28/2024,C,13332279,12099,36297,12099,4984788
7/28/2024,E,31141179,53254,106508,53254,3674526
7/28/2024,G,6516102,8782,8782,8782,641086
7/28/2024,M,89795,148,148,148,7696
7/28/2024,P,26235192,9463,18926,9463,6775508
7/28/2024,T,190595,13,13,13,12688
7/29/2024,AC,11007,50,50,50,#NUM!
7/29/2024,AD,63050,101,101,101,2727
7/29/2024,C,3673754,13179,52716,13179,4375428
7/29/2024,E,23432056,39705,39705,39705,9489495
7/29/2024,G,12797673,11200,11200,11200,3785600
7/29/2024,M,13874,47,47,47,1363
7/29/2024,P,24345622,7332,7332,7332,1862328
7/29/2024,T,414919,29,29,29,19981
7/30/2024,AC,6440,47,47,47,#NUM!
7/30/2024,AD,23466,52,52,52,1924
7/30/2024,C,6278681,5836,17508,5836,782024
7/30/2024,E,22447843,27071,27071,27071,5630768
7/30/2024,G,12356709,4771,4771,4771,2070614
7/30/2024,M,11468,74,74,74,2146
7/30/2024,P,16962569,3649,3649,3649,120417
7/30/2024,T,445463,319,319,319,192357
7/31/2024,AC,2264,40,40,40,#NUM!
7/31/2024,AD,21409,38,38,38,646
7/31/2024,C,5575172,3229,6458,3229,203427
7/31/2024,E,16022094,49813,49813,49813,15093339
7/31/2024,G,14439488,7907,7907,7907,5368853
7/31/2024,M,31037,158,158,158,3476
7/31/2024,P,9200656,17645,35290,17645,1305730
7/31/2024,T,102903,399,399,399,288876
8/1/2024,AC,5596,42,42,42,#NUM!
8/1/2024,AD,60097,74,74,74,1184
8/1/2024,C,7435500,4749,9498,4749,2037321
8/1/2024,E,23263411,31291,31291,31291,1783587
8/1/2024,G,13848221,5460,5460,5460,2850120
8/1/2024,M,20239,98,98,98,5194
8/1/2024,P,6248958,22705,22705,22705,12578570
8/1/2024,T,366186,206,206,206,262238
8/2/2024,AC,9075,14,14,14,#NUM!
8/2/2024,AD,25717,282,282,282,7614
8/2/2024,C,14176465,11784,11784,11784,4525056
8/2/2024,E,27052905,25636,25636,25636,7665164
8/2/2024,G,10831209,5046,5046,5046,3017508
8/2/2024,M,95029,55,55,55,605
8/2/2024,P,31987669,12889,12889,12889,5606715
8/2/2024,T,79314,164,164,164,154652
8/3/2024,AC,11157,36,36,36,#NUM!
8/3/2024,AD,90225,74,74,74,2442
8/3/2024,C,10602252,9035,18070,9035,4237415
8/3/2024,E,23018898,32891,32891,32891,10261992
8/3/2024,G,6796930,1229,1229,1229,540760
8/3/2024,M,112163,42,42,42,84
8/3/2024,P,15669341,24307,24307,24307,9188046
8/3/2024,T,38510,397,397,397,81782
8/4/2024,AC,9851,28,28,28,#NUM!
8/4/2024,AD,72779,164,164,164,5740
8/4/2024,C,12727461,15774,31548,15774,1624722
8/4/2024,E,17571309,55254,55254,55254,20664996
8/4/2024,G,4793427,11641,11641,11641,10930899
8/4/2024,M,37019,124,124,124,7192
8/4/2024,P,7714439,5765,5765,5765,1210650
8/4/2024,T,306558,433,433,433,185324
8/5/2024,AC,10012,32,32,32,#NUM!
8/5/2024,AD,18444,24,24,24,240
8/5/2024,C,3298860,16610,33220,16610,8471100
8/5/2024,E,28421796,13641,27282,13641,1009434
8/5/2024,G,2028262,8458,8458,8458,8052016
8/5/2024,M,89522,170,170,170,5780
8/5/2024,P,14940573,13914,13914,13914,4967298
8/5/2024,T,172258,442,442,442,385866
8/6/2024,AC,7252,13,13,13,#NUM!
8/6/2024,AD,67839,13,13,13,91
8/6/2024,C,13991397,747,2241,747,29133
8/6/2024,E,26786265,52599,105198,52599,16095294
8/6/2024,G,10946073,10058,10058,10058,1548932
8/6/2024,M,10918,111,111,111,2886
8/6/2024,P,27773296,17770,17770,17770,5668630
8/6/2024,T,320429,256,256,256,67584
8/7/2024,AC,3506,36,36,36,#NUM!
8/7/2024,AD,1132,309,309,309,5253
8/7/2024,C,1009229,10657,31971,10657,884531
8/7/2024,E,11771158,41861,83722,41861,4897737
8/7/2024,G,12806766,8114,8114,8114,1054820
8/7/2024,M,34074,142,142,142,6958
8/7/2024,P,23535295,6349,12698,6349,3491950
8/7/2024,T,417452,86,86,86,37410
8/8/2024,AC,2397,31,31,31,#NUM!
8/8/2024,AD,51837,310,310,310,11780
8/8/2024,C,13055197,5556,11112,5556,2355744
8/8/2024,E,19064796,4965,9930,4965,1727820
8/8/2024,G,9067547,12756,12756,12756,1441428
8/8/2024,M,75521,162,162,162,4050
8/8/2024,P,24584383,17820,17820,17820,7573500
8/8/2024,T,407849,307,307,307,17806
8/9/2024,AC,4651,25,25,25,#NUM!
8/9/2024,C,5957779,10763,43052,10763,1657502
8/9/2024,E,26816291,49963,99926,49963,15588456
8/9/2024,G,12706020,6804,6804,6804,4170852
8/9/2024,M,45228,48,48,48,1680
8/9/2024,P,3302614,11316,22632,11316,1108968
8/9/2024,T,158342,210,210,210,217560
8/10/2024,AC,10944,57,57,57,#NUM!
8/10/2024,C,7578321,3512,3512,3512,551384
8/10/2024,E,26967361,40663,40663,40663,13703431
8/10/2024,G,14495491,4601,4601,4601,1541335
8/10/2024,M,95890,102,102,102,102
8/10/2024,P,3989263,8952,17904,8952,1593456
8/10/2024,T,126995,400,800,400,419200
8/11/2024,AC,3573,19,19,19,#NUM!
8/11/2024,C,6667200,9579,28737,9579,1992432
8/11/2024,E,13508887,49972,49972,49972,16590704
8/11/2024,G,7080202,8788,8788,8788,3277924
8/11/2024,M,68651,14,14,14,154
8/11/2024,P,14787378,23870,23870,23870,9858310
8/11/2024,T,274460,59,118,59,70446
8/12/2024,AC,5026,35,35,35,#NUM!
8/12/2024,C,13164998,14533,29066,14533,6060261
8/12/2024,E,16150911,37380,37380,37380,6803160
8/12/2024,G,5064162,6813,6813,6813,5450400
8/12/2024,M,66923,182,182,182,7098
8/12/2024,P,5983573,9703,9703,9703,6782397
8/12/2024,T,434129,101,101,101,21008
8/13/2024,AC,2341,52,52,52,#NUM!
8/13/2024,C,15184753,7198,28792,7198,3455040
8/13/2024,E,26581786,27409,54818,27409,9346469
8/13/2024,G,938071,7910,7910,7910,5157320
8/13/2024,M,90441,29,29,29,696
8/13/2024,P,11184875,17454,17454,17454,7889208
8/13/2024,T,139068,281,281,281,225643
8/14/2024,AC,10765,15,15,15,#NUM!
8/14/2024,C,7063007,13761,55044,13761,1706364
8/14/2024,E,30052873,37013,74026,37013,10289614
8/14/2024,G,2636210,12862,12862,12862,7267030
8/14/2024,M,70151,39,39,39,663
8/14/2024,P,22546144,22022,44044,22022,5857852
8/14/2024,T,349886,118,236,118,34456
8/15/2024,AC,1974,32,32,32,#NUM!
8/15/2024,C,10721513,7838,23514,7838,1026778
8/15/2024,E,5621244,52149,104298,52149,9856161
8/15/2024,G,8252049,11030,11030,11030,5901050
8/15/2024,M,32387,66,66,66,1584
8/15/2024,P,29169165,10245,10245,10245,4681965
8/15/2024,T,95277,381,762,381,459867
8/16/2024,AC,4825,36,36,36,#NUM!
8/16/2024,C,2283216,2649,5298,2649,402648
8/16/2024,E,28093421,9525,9525,9525,2533650
8/16/2024,G,6481217,9832,9832,9832,9330568
8/16/2024,M,69397,76,76,76,3572
8/16/2024,P,10769998,14420,28840,14420,10036320
8/16/2024,T,412807,5,5,5,4780
8/17/2024,AC,8335,50,50,50,#NUM!
8/17/2024,C,1735448,4452,4452,4452,1914360
8/17/2024,E,30201917,32132,64264,32132,7133304
8/17/2024,G,1032949,3773,3773,3773,3550393
8/17/2024,M,6163,33,33,33,33
8/17/2024,P,15449419,25182,25182,25182,7050960
8/17/2024,T,255340,380,760,380,300200
8/18/2024,AC,7556,13,13,13,#NUM!
8/18/2024,C,5412028,5817,17451,5817,2303532
8/18/2024,E,7443748,32698,32698,32698,8795762
8/18/2024,G,13965605,7554,7554,7554,5605068
8/18/2024,M,37467,157,157,157,7065
8/18/2024,P,5496575,12718,25436,12718,6231820
8/18/2024,T,256889,108,108,108,68040
8/19/2024,AC,4159,10,10,10,#NUM!
8/19/2024,C,8980771,5418,5418,5418,417186
8/19/2024,E,21145989,59240,118480,59240,15520880
8/19/2024,G,1144728,3634,3634,3634,3074364
8/19/2024,M,2711,90,90,90,360
8/19/2024,P,30555747,22250,44500,22250,2558750
8/19/2024,T,10493,386,386,386,420740
8/20/2024,AC,10374,18,18,18,#NUM!
8/20/2024,C,135636,15846,47538,15846,7875462
8/20/2024,E,28928328,11102,11102,11102,3952312
8/20/2024,G,13701436,3624,3624,3624,518232
8/20/2024,M,63246,183,183,183,7503
8/20/2024,P,25323608,25153,25153,25153,8904162
8/20/2024,T,199102,362,362,362,133940
8/21/2024,AC,4207,21,21,21,#NUM!
8/21/2024,AD,20408,99,99,99,594
8/21/2024,C,11337186,13948,41844,13948,446336
8/21/2024,E,1498784,6276,6276,6276,1707072
8/21/2024,G,7745715,3935,3935,3935,499745
8/21/2024,M,3429,81,81,81,4374
8/21/2024,P,16982899,18437,18437,18437,11818117
8/21/2024,T,198530,394,788,394,429460
8/22/2024,AC,6758,38,38,38,#NUM!
8/22/2024,C,15132519,4873,14619,4873,433697
8/22/2024,E,11774203,45444,45444,45444,8179920
8/22/2024,G,7145153,12560,12560,12560,1155520
8/22/2024,M,53349,18,18,18,738
8/22/2024,P,13457740,24772,24772,24772,1412004
8/23/2024,AC,3050,36,36,36,#NUM!
8/23/2024,AD,44460,146,146,146,2044
8/23/2024,C,6115169,2628,5256,2628,696420
8/23/2024,E,23172693,55270,110540,55270,4697950
8/23/2024,G,9986376,6113,6113,6113,666317
8/23/2024,M,28203,34,34,34,34
8/23/2024,P,29048657,22073,44146,22073,10175653
8/24/2024,AC,9998,50,50,50,#NUM!
8/24/2024,C,15238506,10539,31617,10539,126468
8/24/2024,E,6273506,40291,40291,40291,11926136
8/24/2024,G,11902706,10608,10608,10608,3500640
8/24/2024,M,63051,72,72,72,1152
8/24/2024,P,26909950,25311,50622,25311,7821099
8/25/2024,AC,7862,57,57,57,#NUM!
8/25/2024,C,1701503,6083,24332,6083,967197
8/25/2024,E,29868113,19242,38484,19242,5233824
8/25/2024,G,7705673,9305,9305,9305,204710
8/25/2024,M,32369,139,139,139,3197
8/25/2024,P,9076376,2804,5608,2804,2108608
8/26/2024,AC,11087,32,32,32,#NUM!
8/26/2024,C,13612931,1537,4611,1537,313548
8/26/2024,E,24668210,5795,5795,5795,1952915
8/26/2024,G,11500058,8975,8975,8975,1175725
8/26/2024,M,60503,91,91,91,2821
8/26/2024,P,27630073,16637,33274,16637,12278106
8/27/2024,AC,4501,57,57,57,#NUM!
8/27/2024,C,9969038,3830,7660,3830,1363480
8/27/2024,E,22259518,45977,45977,45977,10298848
8/27/2024,G,5370410,6597,6597,6597,5185242
8/27/2024,M,91565,135,135,135,2970
8/27/2024,P,28943233,16806,16806,16806,1310868
8/28/2024,AC,6706,54,54,54,#NUM!
8/28/2024,C,6628112,5438,21752,5438,1778226
8/28/2024,E,11233264,20738,20738,20738,4064648
8/28/2024,G,8841726,1956,1956,1956,1529592
8/28/2024,M,51571,48,48,48,1152
8/28/2024,P,25219228,7654,7654,7654,5556804
8/28/2024,T,250457,194,194,194,53350
8/29/2024,AC,5584,55,55,55,#NUM!
8/29/2024,C,1232797,12186,36558,12186,3338964
8/29/2024,E,14355252,49390,49390,49390,98780
8/29/2024,G,11228590,6947,6947,6947,3480447
8/29/2024,M,71961,83,83,83,4980
8/29/2024,P,16685317,24058,24058,24058,12197406
8/30/2024,AC,6507,44,44,44,#NUM!
8/30/2024,C,3136152,7039,21117,7039,689822
8/30/2024,E,20953306,40573,81146,40573,10224396
8/30/2024,G,10058474,8717,8717,8717,1368569
8/30/2024,M,37287,132,132,132,7524
8/30/2024,P,20449952,5113,10226,5113,3972801
8/31/2024,AC,1637,56,56,56,#NUM!
8/31/2024,C,5912899,9099,18198,9099,782514
8/31/2024,E,17317692,34902,69804,34902,2198826
8/31/2024,G,12763776,5077,5077,5077,614317
8/31/2024,M,11604,91,91,91,273
8/31/2024,P,5895889,11109,11109,11109,4365837
9/1/2024,AC,10150,57,57,57,#NUM!
9/1/2024,C,14008473,5176,20704,5176,2349904
9/1/2024,E,30331517,21942,21942,21942,4629762
9/1/2024,G,9866270,3993,3993,3993,3877203
9/1/2024,M,103021,119,119,119,833
9/1/2024,P,9711166,15921,15921,15921,5986296
9/2/2024,AC,5740,8,8,8,#NUM!
9/2/2024,C,2357477,8692,17384,8692,4120008
9/2/2024,E,5086513,17514,35028,17514,928242
9/2/2024,G,7271905,11977,11977,11977,5509420
9/2/2024,M,92022,118,118,118,6136
9/2/2024,P,26108252,7177,14354,7177,5210502
9/3/2024,AC,9149,25,25,25,#NUM!
9/3/2024,C,4685483,8444,33776,8444,2111000
9/3/2024,E,2230919,19642,39284,19642,3378424
9/3/2024,G,12205003,8202,8202,8202,2239146
9/3/2024,M,33448,81,81,81,2268
9/3/2024,P,11879600,25265,50530,25265,12101935
9/4/2024,AC,8258,54,54,54,#NUM!
9/4/2024,C,4324105,13996,13996,13996,3876892
9/4/2024,E,16847838,30556,30556,30556,3330604
9/4/2024,G,13927263,5965,5965,5965,5708505
9/4/2024,M,58900,139,139,139,2919
9/4/2024,P,25110542,15818,31636,15818,8858080
9/5/2024,AC,5871,46,46,46,#NUM!
9/5/2024,C,9675126,7241,7241,7241,3164317
9/5/2024,E,14582384,7160,7160,7160,257760
9/5/2024,G,3694349,2063,2063,2063,979925
9/5/2024,M,88846,55,55,55,1760
9/5/2024,P,17632650,23222,46444,23222,5085618
9/6/2024,AC,1598,45,45,45,#NUM!
9/6/2024,C,12555406,13006,26012,13006,3719716
9/6/2024,E,21549000,44823,44823,44823,4213362
9/6/2024,G,2042006,1795,1795,1795,901090
9/6/2024,M,21168,167,167,167,1837
9/6/2024,P,23820634,8543,8543,8543,3801635
9/7/2024,AC,5058,47,47,47,#NUM!
9/7/2024,C,14315104,9751,19502,9751,565558
9/7/2024,E,12302340,14838,29676,14838,1854750
9/7/2024,G,6553085,8245,8245,8245,610130
9/7/2024,M,7578,157,157,157,471
9/7/2024,P,22540077,22287,22287,22287,12012693
9/8/2024,AC,10951,54,54,54,#NUM!
9/8/2024,C,8186711,15558,15558,15558,5647554
9/8/2024,E,27439485,28168,28168,28168,1408400
9/8/2024,G,6556508,10681,10681,10681,1356487
9/8/2024,M,55673,178,178,178,5162
9/8/2024,P,14578861,5117,10234,5117,1867705
9/9/2024,AC,5163,49,49,49,#NUM!
9/9/2024,C,5396494,16666,49998,16666,5766436
9/9/2024,E,16383603,34219,68438,34219,3353462
9/9/2024,G,4080477,5899,5899,5899,2324206
9/9/2024,M,36979,106,106,106,3710
9/9/2024,P,18043682,17257,34514,17257,7972734
9/10/2024,AC,4394,14,14,14,#NUM!
9/10/2024,C,3121543,2432,7296,2432,1121152
9/10/2024,E,20987474,35380,35380,35380,1733620
9/10/2024,G,6362990,7174,7174,7174,4763536
9/10/2024,M,54283,153,153,153,6426
9/10/2024,P,3312728,12603,25206,12603,10082400
9/10/2024,N,444,0,0,0,0
9/11/2024,AC,9501,55,55,55,#NUM!
9/11/2024,C,2100343,16288,48864,16288,7280736
9/11/2024,E,12488811,10118,10118,10118,2074190
9/11/2024,G,15177245,8092,8092,8092,8407588
9/11/2024,M,85408,64,64,64,704
9/11/2024,P,3770283,11625,23250,11625,9102375
9/11/2024,N,729,0,0,0,0
9/12/2024,AC,4178,33,33,33,#NUM!
9/12/2024,C,14508087,14662,29324,14662,1480862
9/12/2024,E,24386446,53076,106152,53076,13375152
9/12/2024,G,1036705,4049,4049,4049,1101328
9/12/2024,M,110333,70,70,70,2240
9/12/2024,P,25065865,19982,19982,19982,659406
9/12/2024,N,269,2,2,2,2
9/13/2024,AC,1752,31,31,31,#NUM!
9/13/2024,C,13894637,16607,16607,16607,2408015
9/13/2024,E,15760886,55123,110246,55123,20009649
9/13/2024,G,15335464,11566,11566,11566,10513494
9/13/2024,M,46234,10,10,10,500
9/13/2024,P,2404954,3350,3350,3350,2395250
9/13/2024,N,726,1,1,1,1
9/14/2024,AC,4950,26,26,26,#NUM!
9/14/2024,C,11880848,15261,61044,15261,2853807
9/14/2024,E,5163752,28266,56532,28266,8423268
9/14/2024,G,746177,11343,11343,11343,12760875
9/14/2024,M,78947,172,172,172,1548
9/14/2024,P,28892630,22074,44148,22074,16025724
9/15/2024,AC,3155,23,23,23,#NUM!
9/15/2024,C,10435394,12589,25178,12589,2605923
9/15/2024,E,8546421,16921,33842,16921,4027198
9/15/2024,G,4212434,8529,8529,8529,5381799
9/15/2024,M,47287,112,112,112,3696
9/15/2024,P,13063622,4089,8178,4089,3034038
9/16/2024,AC,11021,57,57,57,#NUM!
9/16/2024,C,4081629,13984,55936,13984,2167520
9/16/2024,E,1578967,52070,104140,52070,7654290
9/16/2024,G,1600654,10671,10671,10671,3830889
9/16/2024,M,79091,102,102,102,1938
9/16/2024,P,2690171,17383,34766,17383,10933907
9/17/2024,AC,6030,46,46,46,#NUM!
9/17/2024,C,3486508,5818,5818,5818,2769368
9/17/2024,E,8005065,27461,54922,27461,2032114
9/17/2024,G,10424034,8491,8491,8491,6988093
9/17/2024,M,60225,97,97,97,5723
9/17/2024,P,15905732,21382,21382,21382,9279788
9/18/2024,AC,3400,45,45,45,#NUM!
9/18/2024,B,21287,228,228,228,2964
9/18/2024,C,4461673,12330,36990,12330,3822300
9/18/2024,E,11709600,34573,34573,34573,10026170
9/18/2024,G,598937,9952,9952,9952,7255008
9/18/2024,M,103438,116,116,116,1740
9/18/2024,P,5474393,16361,16361,16361,6380790
9/19/2024,AC,10427,22,22,22,#NUM!
9/19/2024,B,56788,80,80,80,3280
9/19/2024,C,13615511,3229,6458,3229,1233478
9/19/2024,E,27310672,13961,27922,13961,1828891
9/19/2024,G,4833943,10388,10388,10388,6804140
9/19/2024,M,53995,18,18,18,612
9/19/2024,P,31977292,15882,31764,15882,5114004
9/20/2024,AC,6855,48,48,48,#NUM!
9/20/2024,B,7573,132,132,132,5544
9/20/2024,C,6512184,12950,25900,12950,4843300
9/20/2024,E,2092102,46616,93232,46616,3729280
9/20/2024,G,6284709,4221,4221,4221,1202985
9/20/2024,M,11169,106,106,106,3498
9/20/2024,P,23619759,23747,47494,23747,8548920
9/21/2024,AC,5867,10,10,10,#NUM!
9/21/2024,B,74572,82,82,82,1312
9/21/2024,C,6642080,2376,7128,2376,879120
9/21/2024,E,24045695,33874,67748,33874,10297696
9/21/2024,G,13011898,12488,12488,12488,11588864
9/21/2024,M,109633,78,78,78,2730
9/21/2024,P,15745384,12514,12514,12514,1301456
9/22/2024,AC,10149,9,9,9,#NUM!
9/22/2024,B,33866,32,32,32,128
9/22/2024,C,3974518,10973,21946,10973,307244
9/22/2024,E,26407729,25159,25159,25159,6138796
9/22/2024,G,1243002,2292,2292,2292,799908
9/22/2024,M,69413,179,179,179,6265
9/22/2024,P,5408037,7054,7054,7054,148134
9/23/2024,AC,7207,13,13,13,#NUM!
9/23/2024,B,48570,81,81,81,4779
9/23/2024,C,15348522,7969,7969,7969,3546205
9/23/2024,E,4770734,44582,44582,44582,13775838
9/23/2024,G,1937447,6848,6848,6848,2287232
9/23/2024,M,36242,103,103,103,5356
9/23/2024,P,5122753,17689,17689,17689,8543787
9/24/2024,AC,4458,14,14,14,#NUM!
9/24/2024,B,48828,219,219,219,8322
9/24/2024,C,6514664,6799,13598,6799,2699203
9/24/2024,E,21040440,50888,50888,50888,8752736
9/24/2024,G,14182550,7254,7254,7254,1864278
9/24/2024,M,41659,29,29,29,928
9/24/2024,P,28452266,22173,44346,22173,14944602
9/25/2024,AC,11029,28,28,28,#NUM!
9/25/2024,B,67419,140,140,140,8260
9/25/2024,C,10168878,13914,55656,13914,1934046
9/25/2024,E,16249191,49090,49090,49090,12174320
9/25/2024,G,8950981,3806,3806,3806,1004784
9/25/2024,M,4085,137,137,137,4795
9/25/2024,P,7375156,23797,47594,23797,713910
9/26/2024,AC,4651,33,33,33,#NUM!
9/26/2024,B,76732,146,146,146,8322
9/26/2024,C,7340274,16474,65896,16474,4447980
9/26/2024,E,10319854,18130,18130,18130,2012430
9/26/2024,G,8292928,4124,4124,4124,2561004
9/26/2024,M,93723,139,139,139,7228
9/26/2024,P,1505343,5383,10766,5383,2583840
9/27/2024,AC,7949,48,48,48,#NUM!
9/27/2024,B,81357,151,151,151,5738
9/27/2024,C,7647419,5502,11004,5502,198072
9/27/2024,E,19729462,37872,37872,37872,2878272
9/27/2024,G,4053570,4332,4332,4332,4994796
9/27/2024,M,31549,182,182,182,6916
9/27/2024,P,26555278,9314,9314,9314,977970
9/28/2024,AC,6501,43,43,43,#NUM!
9/28/2024,B,139209,181,181,181,1991
9/28/2024,C,1247327,12657,12657,12657,987246
9/28/2024,E,20434810,31941,63882,31941,3960684
9/28/2024,G,8993512,10724,10724,10724,4911592
9/28/2024,M,68299,140,140,140,6440
9/28/2024,P,25447213,15063,30126,15063,11703951
9/29/2024,AC,10703,19,19,19,#NUM!
9/29/2024,B,72378,64,64,64,3456
9/29/2024,C,4706286,8264,16528,8264,3553520
9/29/2024,E,14447063,23560,47120,23560,2049720
9/29/2024,G,8925633,6217,6217,6217,5315535
9/29/2024,M,106279,51,51,51,2244
9/29/2024,P,19049410,9626,19252,9626,1944452
9/30/2024,AC,8893,10,10,10,#NUM!
9/30/2024,B,68326,82,82,82,656
9/30/2024,C,6653011,1356,2712,1356,707832
9/30/2024,E,2298452,30667,61334,30667,7912086
9/30/2024,G,11939656,2051,2051,2051,2186366
9/30/2024,M,90628,141,141,141,2115
9/30/2024,P,24680241,22021,22021,22021,15062364
10/1/2024,AC,50725,80,80,80,#NUM!
10/1/2024,B,26283,125,125,125,7250
10/1/2024,C,4731016,7527,7527,7527,3515109
10/1/2024,E,8057319,36833,36833,36833,10276407
10/1/2024,G,1489937,4053,4053,4053,2087295
10/1/2024,M,36545,34,34,34,1598
10/1/2024,P,502216,9938,9938,9938,2593818
10/2/2024,AC,35031,16,16,16,#NUM!
10/2/2024,AD,587,37,37,37,592
10/2/2024,C,1681422,5025,10050,5025,2758725
10/2/2024,E,3512699,4968,4968,4968,1793448
10/2/2024,G,2864666,3710,3710,3710,3235120
10/2/2024,M,49459,238,238,238,10710
10/2/2024,P,524271,4239,8478,4239,2280582
10/3/2024,AC,28940,23,23,23,#NUM!
10/3/2024,AD,21785,7,7,7,210
10/3/2024,C,4419573,5111,20444,5111,2386837
10/3/2024,E,10664754,23156,46312,23156,277872
10/3/2024,G,4108121,1764,1764,1764,345744
10/3/2024,M,28983,170,170,170,5950
10/3/2024,P,4881851,9799,19598,9799,2635931
10/4/2024,AC,13793,50,50,50,#NUM!
10/4/2024,AD,7045,3,3,3,21
10/4/2024,C,1908861,5642,5642,5642,784238
10/4/2024,E,3500156,18791,37582,18791,4772914
10/4/2024,G,4445808,2806,2806,2806,364780
10/4/2024,M,73614,23,23,23,1150
10/4/2024,P,10367826,7714,15428,7714,4504976
10/5/2024,AC,20591,55,55,55,#NUM!
10/5/2024,AD,24644,17,17,17,153
10/5/2024,C,2151549,11291,33873,11291,4663183
10/5/2024,E,7905507,18677,37354,18677,5752516
10/5/2024,G,3418651,1553,1553,1553,1351110
10/5/2024,M,73327,155,155,155,1085
10/5/2024,P,3464162,1232,2464,1232,992992
10/6/2024,AC,20675,68,68,68,#NUM!
10/6/2024,AD,13396,29,29,29,174
10/6/2024,C,3787964,2463,9852,2463,660084
10/6/2024,E,8371784,12682,12682,12682,634100
10/6/2024,G,3370980,4697,4697,4697,4739273
